,Word,Count,Length,Frequency
1859,mad,20,3,Frequent
1860,tooke,4,5,Infrequent
1861,wrist,1,5,Unique
1862,arme,5,4,Infrequent
1863,fals,2,4,Infrequent
1864,perusall,1,8,Unique
1865,shaking,1,7,Unique
1866,wauing,1,6,Unique
1867,raisd,1,5,Unique
1868,sigh,2,4,Infrequent
1869,pittious,1,8,Unique
1870,profound,2,8,Infrequent
1871,shatter,1,7,Unique
1872,ouer,4,4,Infrequent
1873,shoulders,1,9,Unique
1874,turnd,4,5,Infrequent
1875,seemd,2,5,Infrequent
1876,adores,1,6,Unique
1877,bended,1,6,Unique
1878,extasie,4,7,Infrequent
1879,violent,4,7,Infrequent
1880,property,3,8,Infrequent
1881,foredoes,1,8,Unique
1882,leads,1,5,Unique
1883,vndertakings,1,12,Unique
1884,passion,8,7,Infrequent
1885,afflict,1,7,Unique
1886,natures,2,7,Infrequent
1887,sorrie,2,6,Infrequent
1888,repell,1,6,Unique
1889,letters,5,7,Infrequent
1890,denyde,1,6,Unique
1891,accesse,1,7,Unique
1892,quoted,1,6,Unique
1893,trifleand,1,9,Unique
1894,meant,4,5,Infrequent
1895,wracke,1,6,Unique
1896,beshrew,1,7,Unique
1897,iealousie,2,9,Infrequent
1898,proper,2,6,Infrequent
1899,age,7,3,Infrequent
1900,opinions,2,8,Infrequent
1901,yonger,1,6,Unique
1902,sort,2,4,Infrequent
1903,close,3,5,Infrequent
1904,moue,6,4,Infrequent
1905,hide,4,4,Infrequent
1906,hate,1,4,Unique
1907,vtter,1,5,Unique
1908,rosincrane,3,10,Infrequent
1909,guildensterne,15,13,Frequent
1910,rosincrance,9,11,Infrequent
1911,guildenst,1,9,Unique
1912,moreouer,1,8,Unique
1913,prouoke,1,7,Unique
1914,hastie,1,6,Unique
1915,sending,2,7,Infrequent
1916,hamlets,7,7,Infrequent
1917,transformation,1,14,Unique
1918,since,14,5,Frequent
1919,exterior,1,8,Unique
1920,resembles,1,9,Unique
1921,beemore,1,7,Unique
1922,deeme,1,5,Unique
1923,intreat,2,7,Infrequent
1924,brought,5,7,Infrequent
1925,neighbourd,1,10,Unique
1926,humour,1,6,Unique
1927,vouchsafe,2,9,Infrequent
1928,companies,1,9,Unique
1929,pleasures,2,9,Infrequent
1930,gather,3,6,Infrequent
1931,occasions,2,9,Infrequent
1932,gleane,1,6,Unique
1933,opend,1,5,Unique
1934,remedie,1,7,Unique
1935,talkd,1,5,Unique
1936,men,7,3,Infrequent
1937,liuing,2,6,Infrequent
1938,whom,4,4,Infrequent
1939,adheres,1,7,Unique
1940,gentrie,1,7,Unique
1941,expend,1,6,Unique
1942,supply,1,6,Unique
1943,profit,2,6,Infrequent
1944,hope,7,4,Infrequent
1945,visitation,3,10,Infrequent
1946,receiue,6,7,Infrequent
1947,rosin,43,5,Frequent
1948,maiesties,2,9,Infrequent
1949,soueraigne,3,10,Infrequent
1950,entreatie,1,9,Unique
1951,guil,10,4,Infrequent
1952,bent,3,4,Infrequent
1953,seruices,1,8,Unique
1954,feete,1,5,Unique
1955,commanded,1,9,Unique
1956,guilden,1,7,Unique
1957,rosincr,1,7,Unique
1958,instantly,1,9,Unique
1959,changed,1,7,Unique
1960,bring,11,5,Frequent
1961,prac,1,4,Unique
1962,pleasant,1,8,Unique
1963,helpfull,1,8,Unique
1964,amen,1,4,Unique
1965,ambassadors,3,11,Infrequent
1966,ioyfully,1,8,Unique
1967,assure,1,6,Unique
1968,liege,3,5,Infrequent
1969,dutie,5,5,Infrequent
1970,hunts,1,5,Unique
1971,traile,2,6,Infrequent
1972,policie,1,7,Unique
1973,vsd,2,3,Infrequent
1974,found,5,5,Infrequent
1975,cause,12,5,Frequent
1976,lunacie,1,7,Unique
1977,admittance,1,10,Unique
1978,feast,3,5,Infrequent
1979,tels,1,4,Unique
1980,sonnes,2,6,Infrequent
1981,distemper,2,9,Infrequent
1982,orehasty,1,8,Unique
1983,voltumand,2,9,Infrequent
1984,sift,1,4,Unique
1985,frends,1,6,Unique
1986,greetings,1,9,Unique
1987,des,1,3,Unique
1988,preparation,1,11,Unique
1989,poleak,2,6,Infrequent
1990,lookd,2,5,Infrequent
1991,highnesse,1,9,Unique
1992,whereat,1,7,Unique
1993,greeued,1,7,Unique
1994,sicknesse,2,9,Infrequent
1995,impotence,1,9,Unique
1996,falsely,1,7,Unique
1997,sends,3,5,Infrequent
1998,arrests,1,7,Unique
1999,breefe,3,6,Infrequent
2000,obeyes,1,6,Unique
2001,receiues,1,8,Unique
2002,rebuke,1,6,Unique
2003,fine,9,4,Infrequent
2004,assay,2,5,Infrequent
2005,maiestie,7,8,Infrequent
2006,whereon,5,7,Infrequent
2007,ouercome,1,8,Unique
2008,three,8,5,Infrequent
2009,thousand,8,8,Infrequent
2010,crownes,1,7,Unique
2011,annuall,1,7,Unique
2012,commission,5,10,Infrequent
2013,imploy,1,6,Unique
2014,leuied,1,6,Unique
2015,intreaty,1,8,Unique
2016,shewne,1,6,Unique
2017,passe,5,5,Infrequent
2018,dominions,1,9,Unique
2019,regards,1,7,Unique
2020,allowance,1,9,Unique
2021,therein,1,7,Unique
2022,likes,3,5,Infrequent
2023,considerd,1,9,Unique
2024,read,3,4,Infrequent
2025,businessemeane,1,14,Unique
2026,thanke,7,6,Infrequent
2027,welltooke,1,9,Unique
2028,la,4,2,Infrequent
2029,home,5,4,Infrequent
2030,ambass,1,6,Unique
2031,ended,1,5,Unique
2032,expostulate,1,11,Unique
2033,waste,2,5,Infrequent
2034,breuitie,1,8,Unique
2035,witand,1,6,Unique
2036,tediousnesse,1,12,Unique
2037,limbes,2,6,Infrequent
2038,outward,3,7,Infrequent
2039,flouri,1,6,Unique
2040,define,1,6,Unique
2041,pittie,2,6,Infrequent
2042,foolish,3,7,Infrequent
2043,grant,1,5,Unique
2044,remaines,3,8,Infrequent
2045,rather,4,6,Infrequent
2046,defect,1,6,Unique
2047,defectiue,1,9,Unique
2048,remainder,1,9,Unique
2049,perpend,1,7,Unique
2050,obedience,2,9,Infrequent
2051,surmise,1,7,Unique
2052,letterto,1,8,Unique
2053,idoll,1,5,Unique
2054,mostthats,1,9,Unique
2055,ill,6,3,Infrequent
2056,vilde,4,5,Infrequent
2057,beautified,1,10,Unique
2058,excell,1,6,Unique
2059,faithfull,3,9,Infrequent
2060,sunne,3,5,Infrequent
2061,lier,1,4,Unique
2062,loueo,1,5,Unique
2063,numbers,1,7,Unique
2064,hareckon,1,8,Unique
2065,grones,1,6,Unique
2066,adieu,1,5,Unique
2067,euermore,1,8,Unique
2068,lady,10,4,Infrequent
2069,machine,1,7,Unique
2070,shewd,1,5,Unique
2071,soliciting,1,10,Unique
2072,receiud,3,7,Infrequent
2073,wold,1,4,Unique
2074,faine,3,5,Infrequent
2075,proue,3,5,Infrequent
2076,yo,1,2,Unique
2077,wing,1,4,Unique
2078,perceiued,1,9,Unique
2079,think,2,5,Infrequent
2080,playd,1,5,Unique
2081,deske,1,5,Unique
2082,tablebooke,1,10,Unique
2083,winking,1,7,Unique
2084,mute,1,4,Unique
2085,idle,4,4,Infrequent
2086,round,5,5,Infrequent
2087,mistris,2,7,Infrequent
2088,bespeake,1,8,Unique
2089,prince,3,6,Infrequent
2090,gaue,7,4,Infrequent
2091,locke,3,5,Infrequent
2092,resort,1,6,Unique
2093,admit,2,5,Infrequent
2094,messengers,1,10,Unique
2095,tokens,1,6,Unique
2096,fruites,1,7,Unique
2097,repulsed,1,8,Unique
2098,short,6,5,Infrequent
2099,sadnesse,1,8,Unique
2100,thence,3,6,Infrequent
2101,weaknesse,2,9,Infrequent
2102,lightnesse,1,10,Unique
2103,declension,1,10,Unique
2104,raues,1,5,Unique
2105,waile,1,5,Unique
2106,likely,2,6,Infrequent
2107,bene,4,4,Infrequent
2108,ide,1,3,Unique
2109,fain,1,4,Unique
2110,possitiuely,1,11,Unique
2111,proud,4,5,Infrequent
2112,otherwise,3,9,Infrequent
2113,circumstances,1,13,Unique
2114,leade,1,5,Unique
2115,hid,2,3,Infrequent
2116,indeede,3,7,Infrequent
2117,center,1,6,Unique
2118,try,5,3,Infrequent
2119,foure,4,5,Infrequent
2120,houres,2,6,Infrequent
2121,lobby,1,5,Unique
2122,behinde,5,7,Infrequent
2123,arras,3,5,Infrequent
2124,encounter,3,9,Infrequent
2125,falne,2,5,Infrequent
2126,thereon,1,7,Unique
2127,farme,1,5,Unique
2128,carters,1,7,Unique
2129,reading,2,7,Infrequent
2130,sadly,1,5,Unique
2131,boord,1,5,Unique
2132,presently,5,9,Infrequent
2133,godamercy,1,9,Unique
2134,yare,1,4,Unique
2135,fishmonger,1,10,Unique
2136,pickd,1,5,Unique
2137,breed,2,5,Infrequent
2138,magots,2,6,Infrequent
2139,d,5,1,Infrequent
2140,kissing,1,7,Unique
2141,carrion,1,7,Unique
2142,ithsunne,1,8,Unique
2143,conception,1,10,Unique
2144,ablessing,1,9,Unique
2145,conceiue,1,8,Unique
2146,harping,1,7,Unique
2147,myyet,1,5,Unique
2148,fihe,1,4,Unique
2149,youthi,1,6,Unique
2150,suffred,1,7,Unique
2151,extreamity,1,10,Unique
2152,slanders,1,8,Unique
2153,satyricall,1,10,Unique
2154,slaue,5,5,Infrequent
2155,sthat,1,5,Unique
2156,gray,1,4,Unique
2157,beards,1,6,Unique
2158,faces,2,5,Infrequent
2159,purging,2,7,Infrequent
2160,thicke,1,6,Unique
2161,amber,1,5,Unique
2162,plumtreegumme,1,13,Unique
2163,plentifull,1,10,Unique
2164,oftogether,1,10,Unique
2165,hammes,1,6,Unique
2166,imost,1,5,Unique
2167,powerfully,1,10,Unique
2168,potently,1,8,Unique
2169,holnot,1,6,Unique
2170,honestie,4,8,Infrequent
2171,youselfe,1,8,Unique
2172,crab,1,4,Unique
2173,backward,1,8,Unique
2174,method,1,6,Unique
2175,oth,2,3,Infrequent
2176,pregnant,2,8,Infrequent
2177,replies,1,7,Unique
2178,happinesse,1,10,Unique
2179,often,2,5,Infrequent
2180,hits,1,4,Unique
2181,sanitie,1,7,Unique
2182,prosperously,1,12,Unique
2183,sodainely,1,9,Unique
2184,except,1,6,Unique
2185,lif,1,3,Unique
2186,tedious,2,7,Infrequent
2187,rosincran,1,9,Unique
2188,saue,5,4,Infrequent
2189,guild,20,5,Frequent
2190,dost,12,4,Frequent
2191,lads,1,4,Unique
2192,indifferent,2,11,Infrequent
2193,children,3,8,Infrequent
2194,happy,2,5,Infrequent
2195,ouerhappy,1,9,Unique
2196,button,1,6,Unique
2197,soales,1,6,Unique
2198,shoo,1,4,Unique
2199,priuates,1,8,Unique
2200,parts,1,5,Unique
2201,fortune,8,7,Infrequent
2202,strumpet,1,8,Unique
2203,worlds,2,6,Infrequent
2204,doomesday,2,9,Infrequent
2205,isnot,1,5,Unique
2206,whyou,1,5,Unique
2207,deserued,1,8,Unique
2208,prison,4,6,Infrequent
2209,denmarks,2,8,Infrequent
2210,co,2,2,Infrequent
2211,wards,1,5,Unique
2212,dungeons,1,8,Unique
2213,worst,1,5,Unique
2214,bad,7,3,Infrequent
2215,ambition,5,8,Infrequent
2216,narrow,1,6,Unique
2217,bounded,1,7,Unique
2218,nutshell,1,8,Unique
2219,andcount,1,8,Unique
2220,infinite,3,8,Infrequent
2221,space,1,5,Unique
2222,dreames,3,7,Infrequent
2223,thevery,1,7,Unique
2224,substance,1,9,Unique
2225,shadow,2,6,Infrequent
2226,truely,1,6,Unique
2227,ayry,1,4,Unique
2228,quality,1,7,Unique
2229,shadowes,1,8,Unique
2230,beggers,2,7,Infrequent
2231,bodies,4,6,Infrequent
2232,mon,1,3,Unique
2233,outstretcht,1,11,Unique
2234,heroes,1,6,Unique
2235,shadowesshall,1,13,Unique
2236,wee,7,3,Infrequent
2237,fey,1,3,Unique
2238,r,1,1,Unique
2239,wait,2,4,Infrequent
2240,withrest,1,8,Unique
2241,seruants,1,8,Unique
2242,dreadfully,1,10,Unique
2243,attended,1,8,Unique
2244,b,2,1,Infrequent
2245,friendship,2,10,Infrequent
2246,elsonower,3,9,Infrequent
2247,begger,3,6,Infrequent
2248,thabut,1,6,Unique
2249,thanksare,1,9,Unique
2250,halfepeny,1,9,Unique
2251,fo,2,2,Infrequent
2252,inclining,1,9,Unique
2253,deale,1,5,Unique
2254,iustly,3,6,Infrequent
2255,weresent,1,8,Unique
2256,confession,3,10,Infrequent
2257,yowhich,1,7,Unique
2258,modesties,1,9,Unique
2259,craft,2,5,Infrequent
2260,mee,9,3,Infrequent
2261,coniureyou,1,10,Unique
2262,rights,1,6,Unique
2263,fellowship,2,10,Infrequent
2264,conour,1,6,Unique
2265,euerpreseruand,1,14,Unique
2266,proposer,1,8,Unique
2267,couldyou,1,8,Unique
2268,anticippreuent,1,14,Unique
2269,discouery,1,9,Unique
2270,secricie,1,8,Unique
2271,thequeene,2,9,Infrequent
2272,moult,1,5,Unique
2273,feather,1,7,Unique
2274,whei,1,4,Unique
2275,forgone,1,7,Unique
2276,custoand,1,8,Unique
2277,heauenly,3,8,Infrequent
2278,disposithat,1,11,Unique
2279,promontory,1,10,Unique
2280,canopy,1,6,Unique
2281,ayrelook,1,8,Unique
2282,braue,3,5,Infrequent
2283,orehanging,1,10,Unique
2284,maiesticalfretted,1,17,Unique
2285,golden,2,6,Infrequent
2286,otto,1,4,Unique
2287,pestilent,2,9,Infrequent
2288,congregation,1,12,Unique
2289,piece,1,5,Unique
2290,inreason,1,8,Unique
2291,faculty,2,7,Infrequent
2292,mohow,1,5,Unique
2293,admirable,1,9,Unique
2294,apprehension,2,12,Infrequent
2295,theworld,1,8,Unique
2296,parragon,1,8,Unique
2297,animals,1,7,Unique
2298,wh,1,2,Unique
2299,quintessence,1,12,Unique
2300,delights,3,8,Infrequent
2301,nonor,1,5,Unique
2302,stuffe,3,6,Infrequent
2303,laugh,4,5,Infrequent
2304,iwhat,1,5,Unique
2305,lenton,1,6,Unique
2306,players,13,7,Frequent
2307,refrom,1,6,Unique
2308,coated,1,6,Unique
2309,comming,4,7,Infrequent
2310,playes,1,6,Unique
2311,welcommaiesty,1,13,Unique
2312,tribute,2,7,Infrequent
2313,aduenturousknight,1,17,Unique
2314,shal,4,4,Infrequent
2315,foyle,1,5,Unique
2316,target,1,6,Unique
2317,louernot,1,8,Unique
2318,gratis,1,6,Unique
2319,humorous,1,8,Unique
2320,hispeace,1,8,Unique
2321,clowne,3,6,Infrequent
2322,tickled,1,7,Unique
2323,ath,2,3,Infrequent
2324,sere,1,4,Unique
2325,hefreely,1,8,Unique
2326,blanke,1,6,Unique
2327,verse,1,5,Unique
2328,halt,1,4,Unique
2329,fort,2,4,Infrequent
2330,wha,1,3,Unique
2331,delig,1,5,Unique
2332,tragedians,1,10,Unique
2333,city,2,4,Infrequent
2334,chances,1,7,Unique
2335,trauaile,1,8,Unique
2336,resi,1,4,Unique
2337,reputation,1,10,Unique
2338,inhibition,1,10,Unique
2339,innouation,1,10,Unique
2340,estimation,1,10,Unique
2341,followd,1,7,Unique
2342,rusty,1,5,Unique
2343,indeauour,1,9,Unique
2344,keepes,5,6,Infrequent
2345,wontedpace,1,10,Unique
2346,ayrie,1,5,Unique
2347,yases,1,5,Unique
2348,crye,1,4,Unique
2349,andare,1,6,Unique
2350,tyrannically,1,12,Unique
2351,clapt,1,5,Unique
2352,nowfashion,1,10,Unique
2353,beratled,1,8,Unique
2354,stages,1,6,Unique
2355,theycall,1,8,Unique
2356,wearing,1,7,Unique
2357,rapiers,3,7,Infrequent
2358,affrai,1,6,Unique
2359,goosequils,1,10,Unique
2360,dare,3,4,Infrequent
2361,scarse,1,6,Unique
2362,thither,2,7,Infrequent
2363,maintains,1,9,Unique
2364,emhow,1,5,Unique
2365,escorted,1,8,Unique
2366,pursue,2,6,Infrequent
2367,qualonger,1,9,Unique
2368,sing,4,4,Infrequent
2369,afif,1,4,Unique
2370,themselues,4,10,Infrequent
2371,playeit,1,7,Unique
2372,exclaim,1,7,Unique
2373,succession,2,10,Infrequent
2374,boand,1,5,Unique
2375,nation,2,6,Infrequent
2376,tarre,1,5,Unique
2377,mony,1,4,Unique
2378,argumentvnlesse,1,15,Unique
2379,poet,1,4,Unique
2380,player,3,6,Infrequent
2381,cuffes,1,6,Unique
2382,possible,3,8,Infrequent
2383,throwing,1,8,Unique
2384,braines,5,7,Infrequent
2385,boyes,1,5,Unique
2386,carry,3,5,Infrequent
2387,l,2,1,Infrequent
2388,mowes,1,5,Unique
2389,himwhile,1,8,Unique
2390,liued,3,5,Infrequent
2391,twenty,1,6,Unique
2392,forty,1,5,Unique
2393,hunducates,1,10,Unique
2394,picture,2,7,Infrequent
2395,ther,1,4,Unique
2396,philosophie,1,11,Unique
2397,flourish,3,8,Infrequent
2398,welcom,1,6,Unique
2399,yourhands,1,9,Unique
2400,appurtenance,1,12,Unique
2401,ceremony,1,8,Unique
2402,comply,1,6,Unique
2403,garbelest,1,9,Unique
2404,extent,1,6,Unique
2405,youfairely,1,10,Unique
2406,yours,5,5,Infrequent
2407,aunt,1,4,Unique
2408,deceiud,1,7,Unique
2409,north,1,5,Unique
2410,northwest,1,9,Unique
2411,southerly,1,9,Unique
2412,hawke,1,5,Unique
2413,handsaw,1,7,Unique
2414,hearke,1,6,Unique
2415,ateare,1,6,Unique
2416,hearer,1,6,Unique
2417,baby,1,4,Unique
2418,swathing,1,8,Unique
2419,clouts,1,6,Unique
2420,hes,6,3,Infrequent
2421,childe,2,6,Infrequent
2422,prophesie,2,9,Infrequent
2423,oplayers,1,8,Unique
2424,mark,3,4,Infrequent
2425,monday,1,6,Unique
2426,twas,5,4,Infrequent
2427,rossius,1,7,Unique
2428,actor,3,5,Infrequent
2429,rome,1,4,Unique
2430,actors,2,6,Infrequent
2431,buzze,2,5,Infrequent
2432,honor,6,5,Infrequent
2433,asse,3,4,Infrequent
2434,either,2,6,Infrequent
2435,comedie,2,7,Infrequent
2436,historie,1,8,Unique
2437,pastorall,1,9,Unique
2438,pastoricallcomicallhistoricallpastoralltragicallhistoricall,1,59,Unique
2439,tragicallcomicallhistoric,1,25,Unique
2440,scene,1,5,Unique
2441,indiuidible,1,11,Unique
2442,poem,1,4,Unique
2443,vnlimited,1,9,Unique
2444,seneca,1,6,Unique
2445,heauy,4,5,Infrequent
2446,plautustoo,1,10,Unique
2447,onely,5,5,Infrequent
2448,iephta,3,6,Infrequent
2449,iudge,3,5,Infrequent
2450,israel,1,6,Unique
2451,treasur,1,7,Unique
2452,loued,3,5,Infrequent
2453,lot,1,3,Unique
2454,wot,1,3,Unique
2455,itcame,1,6,Unique
2456,ropons,1,6,Unique
2457,chanson,1,7,Unique
2458,wher,1,4,Unique
2459,abridgements,1,12,Unique
2460,fiue,1,4,Unique
2461,playersyare,1,11,Unique
2462,masters,4,7,Infrequent
2463,olde,2,4,Infrequent
2464,friendthy,1,9,Unique
2465,comsbeard,1,9,Unique
2466,mis,1,3,Unique
2467,byrlady,2,7,Infrequent
2468,ladiship,1,8,Unique
2469,wheni,1,5,Unique
2470,altitude,1,8,Unique
2471,choppine,1,8,Unique
2472,pyour,1,5,Unique
2473,voice,2,5,Infrequent
2474,vncurrant,1,9,Unique
2475,gold,1,4,Unique
2476,nwithin,1,7,Unique
2477,ring,2,4,Infrequent
2478,wetot,1,5,Unique
2479,french,4,6,Infrequent
2480,faulconers,1,10,Unique
2481,flie,1,4,Unique
2482,whaue,1,5,Unique
2483,straight,3,8,Infrequent
2484,tast,1,4,Unique
2485,passionate,1,10,Unique
2486,1play,3,5,Infrequent
2487,acted,1,5,Unique
2488,thremember,1,10,Unique
2489,pleasd,2,6,Infrequent
2490,million,1,7,Unique
2491,cauiarie,1,8,Unique
2492,othersiudgement,1,15,Unique
2493,matters,3,7,Infrequent
2494,digested,1,8,Unique
2495,scoenes,1,7,Unique
2496,sewith,1,6,Unique
2497,modestie,4,8,Infrequent
2498,cunning,3,7,Infrequent
2499,onthere,1,7,Unique
2500,sallets,1,7,Unique
2501,lines,2,5,Infrequent
2502,indite,1,6,Unique
2503,theauthor,1,9,Unique
2504,affectation,1,11,Unique
2505,mecheefe,1,8,Unique
2506,cheefely,1,8,Unique
2507,loud,5,4,Infrequent
2508,aeneato,1,7,Unique
2509,dido,1,4,Unique
2510,thereabout,1,10,Unique
2511,especially,1,10,Unique
2512,priams,1,6,Unique
2513,slaughter,1,9,Unique
2514,line,1,4,Unique
2515,rugged,2,6,Infrequent
2516,pyrthhyrcanian,1,14,Unique
2517,begins,2,6,Infrequent
2518,pyrrhus,8,7,Infrequent
2519,resemble,1,8,Unique
2520,couched,1,7,Unique
2521,ominous,1,7,Unique
2522,horse,3,5,Infrequent
2523,complexion,2,10,Infrequent
2524,smeard,1,6,Unique
2525,heraldry,1,8,Unique
2526,dismall,2,7,Infrequent
2527,geulles,1,7,Unique
2528,trickd,1,6,Unique
2529,daughters,1,9,Unique
2530,impasted,1,8,Unique
2531,parching,1,8,Unique
2532,streets,1,7,Unique
2533,tyrannous,1,9,Unique
2534,lightto,1,7,Unique
2535,murthers,1,8,Unique
2536,roasted,1,7,Unique
2537,wrath,1,5,Unique
2538,oresized,1,8,Unique
2539,coagulate,1,9,Unique
2540,gore,1,4,Unique
2541,carbuncles,1,10,Unique
2542,hellish,1,7,Unique
2543,grandsire,1,9,Unique
2544,priam,4,5,Infrequent
2545,seekes,2,6,Infrequent
2546,fore,2,4,Infrequent
2547,spoken,2,6,Infrequent
2548,1player,1,7,Unique
2549,anon,6,4,Infrequent
2550,findes,2,6,Infrequent
2551,striking,1,8,Unique
2552,greekes,1,7,Unique
2553,rebellious,2,10,Infrequent
2554,lyes,2,4,Infrequent
2555,falles,3,6,Infrequent
2556,repugnant,1,9,Unique
2557,vnequall,1,8,Unique
2558,match,2,5,Infrequent
2559,driues,1,6,Unique
2560,rage,3,4,Infrequent
2561,strikes,1,7,Unique
2562,whiffe,1,6,Unique
2563,vnnerued,1,8,Unique
2564,senselesse,2,10,Infrequent
2565,illium,1,6,Unique
2566,feele,1,5,Unique
2567,blow,1,4,Unique
2568,flaming,2,7,Infrequent
2569,stoopes,1,7,Unique
2570,bace,1,4,Unique
2571,hideous,1,7,Unique
2572,crash,1,5,Unique
2573,prisoner,2,8,Infrequent
2574,declining,1,9,Unique
2575,milkie,1,6,Unique
2576,reuerend,1,8,Unique
2577,sticke,3,6,Infrequent
2578,painted,2,7,Infrequent
2579,tyrant,1,6,Unique
2580,stoodand,1,8,Unique
2581,newtrall,1,8,Unique
2582,storme,1,6,Unique
2583,racke,1,5,Unique
2584,bold,3,4,Infrequent
2585,speechlesse,1,11,Unique
2586,orbe,1,4,Unique
2587,below,2,5,Infrequent
2588,hush,1,4,Unique
2589,rend,1,4,Unique
2590,region,2,6,Infrequent
2591,pause,3,5,Infrequent
2592,rowsed,1,6,Unique
2593,vengeance,2,9,Infrequent
2594,sets,1,4,Unique
2595,new,3,3,Infrequent
2596,aworke,1,6,Unique
2597,cyclops,1,7,Unique
2598,hammers,1,7,Unique
2599,fall,8,4,Infrequent
2600,mars,2,4,Infrequent
2601,armours,1,7,Unique
2602,forgd,1,5,Unique
2603,proofe,6,6,Infrequent
2604,eterne,1,6,Unique
2605,remorse,1,7,Unique
2606,bleeding,1,8,Unique
2607,strumpetfortune,1,15,Unique
2608,gods,5,4,Infrequent
2609,synod,1,5,Unique
2610,powerbreake,1,11,Unique
2611,spokes,1,6,Unique
2612,fallies,1,7,Unique
2613,wheeleand,1,9,Unique
2614,boule,1,5,Unique
2615,naue,1,4,Unique
2616,low,1,3,Unique
2617,fiends,1,6,Unique
2618,toth,1,4,Unique
2619,barbars,1,7,Unique
2620,psay,1,4,Unique
2621,iigge,1,5,Unique
2622,baudry,1,6,Unique
2623,sleepes,3,7,Infrequent
2624,hecuba,4,6,Infrequent
2625,inobled,3,7,Infrequent
2626,run,2,3,Infrequent
2627,barefoot,1,8,Unique
2628,threatning,1,10,Unique
2629,flame,2,5,Infrequent
2630,bisson,1,6,Unique
2631,rheume,1,6,Unique
2632,clout,1,5,Unique
2633,diadem,2,6,Infrequent
2634,robe,1,4,Unique
2635,lanke,1,5,Unique
2636,oreteamed,1,9,Unique
2637,loines,1,6,Unique
2638,blanket,1,7,Unique
2639,alarum,1,6,Unique
2640,caught,3,6,Infrequent
2641,venome,2,6,Infrequent
2642,steepdgainst,1,12,Unique
2643,fortunes,5,8,Infrequent
2644,treason,5,7,Infrequent
2645,prono,1,5,Unique
2646,sport,2,5,Infrequent
2647,mincing,1,7,Unique
2648,husbands,3,8,Infrequent
2649,clamour,1,7,Unique
2650,vnlesse,2,7,Infrequent
2651,mortall,4,7,Infrequent
2652,allwould,1,8,Unique
2653,milche,1,6,Unique
2654,burning,2,7,Infrequent
2655,restsoone,1,9,Unique
2656,arethe,1,6,Unique
2657,abstracts,1,9,Unique
2658,chronicles,1,10,Unique
2659,timyour,1,7,Unique
2660,epitaph,2,7,Infrequent
2661,bodykins,1,8,Unique
2662,euerie,1,6,Unique
2663,manafter,1,8,Unique
2664,desart,1,6,Unique
2665,scape,2,5,Infrequent
2666,whippingthem,1,12,Unique
2667,own,1,3,Unique
2668,lessdeserue,1,11,Unique
2669,merit,2,5,Infrequent
2670,bountie,1,7,Unique
2671,gonzago,2,7,Infrequent
2672,morrow,3,6,Infrequent
2673,aneed,1,5,Unique
2674,study,1,5,Unique
2675,dosen,1,5,Unique
2676,sixteene,1,8,Unique
2677,insert,1,6,Unique
2678,youmock,1,7,Unique
2679,til,1,3,Unique
2680,buyye,1,5,Unique
2681,rogue,2,5,Infrequent
2682,pesant,1,6,Unique
2683,monstrous,1,9,Unique
2684,fixion,1,6,Unique
2685,conceit,5,7,Infrequent
2686,working,1,7,Unique
2687,warmd,1,5,Unique
2688,distraction,2,11,Infrequent
2689,aspect,1,6,Unique
2690,broken,1,6,Unique
2691,function,1,8,Unique
2692,suiting,1,7,Unique
2693,weepe,4,5,Infrequent
2694,cue,1,3,Unique
2695,passionthat,1,11,Unique
2696,drowne,3,6,Infrequent
2697,cleaue,1,6,Unique
2698,horrid,2,6,Infrequent
2699,apale,1,5,Unique
2700,confound,2,8,Infrequent
2701,ignorant,2,8,Infrequent
2702,amaze,1,5,Unique
2703,muddymetled,1,11,Unique
2704,rascall,1,7,Unique
2705,peake,1,5,Unique
2706,iohn,1,4,Unique
2707,adreames,1,8,Unique
2708,vnpregnant,1,10,Unique
2709,damnd,3,5,Infrequent
2710,defeate,1,7,Unique
2711,coward,1,6,Unique
2712,calles,1,6,Unique
2713,breakes,1,7,Unique
2714,pate,4,4,Infrequent
2715,acrosse,1,7,Unique
2716,pluckes,2,7,Infrequent
2717,facetweakes,1,11,Unique
2718,byth,2,4,Infrequent
2719,nose,2,4,Infrequent
2720,lye,8,3,Infrequent
2721,lungs,1,5,Unique
2722,pigeonliuerd,1,12,Unique
2723,gall,3,4,Infrequent
2724,oppression,1,10,Unique
2725,bitter,2,6,Infrequent
2726,fatted,1,6,Unique
2727,kites,1,5,Unique
2728,slaues,1,6,Unique
2729,offall,1,6,Unique
2730,bloudy,1,6,Unique
2731,bawdy,1,5,Unique
2732,villaineremorselesse,1,20,Unique
2733,treacherous,2,11,Infrequent
2734,letcherous,1,10,Unique
2735,kindles,1,7,Unique
2736,vi,1,2,Unique
2737,murthered,1,9,Unique
2738,prompted,1,8,Unique
2739,whore,1,5,Unique
2740,vnpacke,1,7,Unique
2741,cursing,1,7,Unique
2742,drab,1,4,Unique
2743,scullion,1,8,Unique
2744,vpont,2,5,Infrequent
2745,foh,1,3,Unique
2746,brainei,1,7,Unique
2747,creatures,2,9,Infrequent
2748,sitting,1,7,Unique
2749,scoene,2,6,Infrequent
2750,proclaimd,1,9,Unique
2751,malefactions,1,12,Unique
2752,speakewith,1,10,Unique
2753,myraculous,1,10,Unique
